Target	Label	Assoc	n	Rank	RankMax	Probability
suç	umi	utanç	1	5	24	0.01
suç	umi	zanlı	1	5	24	0.01
suç	umi	çalmak	1	5	24	0.01
suç	umi	öldürme	1	5	24	0.01
suç	umi	ölüm	1	5	24	0.01
suç	umi	örgüt	1	5	24	0.01
suç	umi	özgürlük	1	5	24	0.01
süresiz	onl	sonsuz	10	1	25	0.192
süresiz	onl	sınırsız	9	2	24	0.173
süresiz	onl	zaman	6	3	23	0.115
süresiz	onl	limitsiz	3	4	22	0.058
süresiz	onl	rahat	2	5	21	0.038
süresiz	onl	sevgi	2	5	21	0.038
süresiz	onl	sınır	2	5	21	0.038
süresiz	onl	belirsiz	1	6	18	0.019
süresiz	onl	cennet	1	6	18	0.019
süresiz	onl	gün ışığı	1	6	18	0.019
süresiz	onl	hayat	1	6	18	0.019
süresiz	onl	izin	1	6	18	0.019
süresiz	onl	işten atılma	1	6	18	0.019
süresiz	onl	kanser	1	6	18	0.019
süresiz	onl	konuşma	1	6	18	0.019
süresiz	onl	kısıt	1	6	18	0.019
süresiz	onl	nesne	1	6	18	0.019
süresiz	onl	rahatlık	1	6	18	0.019
süresiz	onl	saat	1	6	18	0.019
süresiz	onl	sinirsiz	1	6	18	0.019
süresiz	onl	sürekli	1	6	18	0.019
süresiz	onl	sınav	1	6	18	0.019
süresiz	onl	tolerans	1	6	18	0.019
süresiz	onl	uzay	1	6	18	0.019
süresiz	onl	vakitli	1	6	18	0.019
süresiz	tem	sonsuz	43	1	28	0.43
süresiz	tem	sınırsız	11	2	27	0.11
süresiz	tem	limitsiz	5	3	26	0.05
süresiz	tem	zaman	5	3	26	0.05
süresiz	tem	ebedi	4	4	24	0.04
süresiz	tem	belirsiz	3	5	23	0.03
süresiz	tem	sürekli	3	5	23	0.03
süresiz	tem	yaşam	3	5	23	0.03
süresiz	tem	daim	2	6	20	0.02
süresiz	tem	hep	2	6	20	0.02
süresiz	tem	özgür	2	6	20	0.02
süresiz	tem	ahiret	1	7	17	0.01
süresiz	tem	aşk	1	7	17	0.01
süresiz	tem	boş vermek	1	7	17	0.01
süresiz	tem	ders	1	7	17	0.01
süresiz	tem	devam	1	7	17	0.01
süresiz	tem	düşünce	1	7	17	0.01
süresiz	tem	evren	1	7	17	0.01
süresiz	tem	ferah	1	7	17	0.01
süresiz	tem	izin	1	7	17	0.01
süresiz	tem	kadro dışı	1	7	17	0.01
süresiz	tem	mutluluk	1	7	17	0.01
süresiz	tem	rahat	1	7	17	0.01
süresiz	tem	serbest	1	7	17	0.01
süresiz	tem	toplam	1	7	17	0.01
süresiz	tem	tüketim	1	7	17	0.01
süresiz	tem	yayın	1	7	17	0.01
süresiz	tem	ömür boyu	1	7	17	0.01
süresiz	umi	sonsuz	22	1	39	0.21
süresiz	umi	sınırsız	15	2	38	0.143
süresiz	umi	zaman	9	3	37	0.086
süresiz	umi	limitsiz	8	4	36	0.076
süresiz	umi	uzun	6	5	35	0.057
süresiz	umi	izin	4	6	34	0.038
süresiz	umi	zamansız	3	7	33	0.029
süresiz	umi	oyun	2	8	32	0.019
süresiz	umi	rahatlık	2	8	32	0.019
süresiz	umi	saat	2	8	32	0.019
süresiz	umi	sonsuzluk	2	8	32	0.019
süresiz	umi	sınırsızlık	2	8	32	0.019
süresiz	umi	vakit	2	8	32	0.019
süresiz	umi	?	1	9	26	0.01
süresiz	umi	Turkcell	1	9	26	0.01
süresiz	umi	adama	1	9	26	0.01
süresiz	umi	bitmeyen	1	9	26	0.01
süresiz	umi	daimi	1	9	26	0.01
süresiz	umi	dava	1	9	26	0.01
süresiz	umi	devamlı	1	9	26	0.01
süresiz	umi	değişim fişi	1	9	26	0.01
süresiz	umi	doğa	1	9	26	0.01
süresiz	umi	enerji	1	9	26	0.01
süresiz	umi	geçerli	1	9	26	0.01
süresiz	umi	her zaman	1	9	26	0.01
süresiz	umi	iş	1	9	26	0.01
süresiz	umi	kısa	1	9	26	0.01
süresiz	umi	kısıtlamasız	1	9	26	0.01
süresiz	umi	müebbet	1	9	26	0.01
süresiz	umi	rahat	1	9	26	0.01
süresiz	umi	sevgi	1	9	26	0.01
süresiz	umi	sıkıntı	1	9	26	0.01
süresiz	umi	televizyon	1	9	26	0.01
süresiz	umi	uyku	1	9	26	0.01
süresiz	umi	vize	1	9	26	0.01
süresiz	umi	çizgi	1	9	26	0.01
süresiz	umi	ölüm	1	9	26	0.01
süresiz	umi	ölümsüzlük	1	9	26	0.01
süresiz	umi	özgür	1	9	26	0.01
tabanca	onl	kurşun	10	1	28	0.192
tabanca	onl	silah	7	2	27	0.135
tabanca	onl	ölüm	5	3	26	0.096
tabanca	onl	ateş	3	4	25	0.058
tabanca	onl	mermi	2	5	24	0.038
tabanca	onl	ses	2	5	24	0.038
tabanca	onl	tek	2	5	24	0.038
tabanca	onl	Karadeniz	1	6	21	0.019
tabanca	onl	aşiret	1	6	21	0.019
tabanca	onl	canilik	1	6	21	0.019
tabanca	onl	hedef	1	6	21	0.019
tabanca	onl	intihar	1	6	21	0.019
tabanca	onl	iz	1	6	21	0.019
tabanca	onl	karınca	1	6	21	0.019
tabanca	onl	katil	1	6	21	0.019
tabanca	onl	korunmak	1	6	21	0.019
tabanca	onl	kursun	1	6	21	0.019
tabanca	onl	kurun	1	6	21	0.019
tabanca	onl	namlu	1	6	21	0.019
tabanca	onl	polis	1	6	21	0.019
tabanca	onl	rulet	1	6	21	0.019
tabanca	onl	siyah	1	6	21	0.019
tabanca	onl	suç	1	6	21	0.019
tabanca	onl	sıkı	1	6	21	0.019
tabanca	onl	takım elbise	1	6	21	0.019
tabanca	onl	vurmak	1	6	21	0.019
tabanca	onl	şarjör	1	6	21	0.019
tabanca	onl	şiddet	1	6	21	0.019
tabanca	tem	silah	23	1	22	0.23
tabanca	tem	ölüm	21	2	21	0.21
tabanca	tem	kurşun	16	3	20	0.16
tabanca	tem	mermi	13	4	19	0.13
tabanca	tem	ateş	3	5	18	0.03
tabanca	tem	korku	3	5	18	0.03
tabanca	tem	tetik	3	5	18	0.03
tabanca	tem	tüfek	3	5	18	0.03
tabanca	tem	soğuk	2	6	14	0.02
tabanca	tem	ağa	1	7	13	0.01
tabanca	tem	barut	1	7	13	0.01
tabanca	tem	cinayet	1	7	13	0.01
tabanca	tem	film	1	7	13	0.01
tabanca	tem	kan	1	7	13	0.01
tabanca	tem	katil	1	7	13	0.01
tabanca	tem	sap	1	7	13	0.01
tabanca	tem	ses	1	7	13	0.01
tabanca	tem	vahşet	1	7	13	0.01
tabanca	tem	çekmek	1	7	13	0.01
tabanca	tem	öldürmek	1	7	13	0.01
tabanca	tem	şarjör	1	7	13	0.01
tabanca	tem	şiddet	1	7	13	0.01
tabanca	umi	kurşun	21	1	34	0.2
tabanca	umi	ölüm	16	2	33	0.152
tabanca	umi	silah	12	3	32	0.114
tabanca	umi	mermi	10	4	31	0.095
tabanca	umi	suç	5	5	30	0.048
tabanca	umi	ateş	3	6	29	0.029
tabanca	umi	katil	3	6	29	0.029
tabanca	umi	tehlike	3	6	29	0.029
tabanca	umi	güç	2	7	26	0.019
tabanca	umi	kurusıkı	2	7	26	0.019
tabanca	umi	ses	2	7	26	0.019
tabanca	umi	siyah	2	7	26	0.019
tabanca	umi	tek	2	7	26	0.019
tabanca	umi	tüfek	2	7	26	0.019
tabanca	umi	acı	1	8	20	0.01
tabanca	umi	alet	1	8	20	0.01
tabanca	umi	av	1	8	20	0.01
tabanca	umi	barut	1	8	20	0.01
tabanca	umi	cinayet	1	8	20	0.01
tabanca	umi	eksiklik	1	8	20	0.01
tabanca	umi	gösteri	1	8	20	0.01
tabanca	umi	isyan	1	8	20	0.01
tabanca	umi	kan	1	8	20	0.01
tabanca	umi	koku	1	8	20	0.01
tabanca	umi	korku	1	8	20	0.01
tabanca	umi	kovboy	1	8	20	0.01
tabanca	umi	oyuncak	1	8	20	0.01
tabanca	umi	pistol	1	8	20	0.01
tabanca	umi	polisiye	1	8	20	0.01
tabanca	umi	soğuk	1	8	20	0.01
tabanca	umi	tetik	1	8	20	0.01
tabanca	umi	vurmak	1	8	20	0.01
tabanca	umi	öldürme	1	8	20	0.01
tabanca	umi	ölmek	1	8	20	0.01
takoz	onl	eski	9	1	31	0.173
takoz	onl	ayakkabı	6	2	30	0.115
takoz	onl	tahta	5	3	29	0.096
takoz	onl	araba	4	4	28	0.077
takoz	onl	tekerlek	2	5	27	0.038
takoz	onl	?	1	6	26	0.019
takoz	onl	acı	1	6	26	0.019
takoz	onl	boy	1	6	26	0.019
takoz	onl	bozuk	1	6	26	0.019
takoz	onl	dandik	1	6	26	0.019
takoz	onl	denge	1	6	26	0.019
takoz	onl	engel	1	6	26	0.019
takoz	onl	hamam	1	6	26	0.019
takoz	onl	hapishane	1	6	26	0.019
takoz	onl	hurda	1	6	26	0.019
takoz	onl	hödük	1	6	26	0.019
takoz	onl	ikinci el	1	6	26	0.019
takoz	onl	işe yaramayan	1	6	26	0.019
takoz	onl	işe yaramaz	1	6	26	0.019
takoz	onl	kafa	1	6	26	0.019
takoz	onl	kapı	1	6	26	0.019
takoz	onl	marangoz	1	6	26	0.019
takoz	onl	moloz	1	6	26	0.019
takoz	onl	sahte	1	6	26	0.019
takoz	onl	sert	1	6	26	0.019
takoz	onl	suskunlar dizisi	1	6	26	0.019
takoz	onl	telefon	1	6	26	0.019
takoz	onl	tuğla	1	6	26	0.019
takoz	onl	tır	1	6	26	0.019
takoz	onl	yararsız	1	6	26	0.019
takoz	onl	yokuş	1	6	26	0.019
takoz	tem	araba	32	1	25	0.32
takoz	tem	tahta	10	2	24	0.1
takoz	tem	tekerlek	9	3	23	0.09
takoz	tem	engel	8	4	22	0.08
takoz	tem	kamyon	7	5	21	0.07
takoz	tem	yokuş	5	6	20	0.05
takoz	tem	telefon	4	7	19	0.04
takoz	tem	çekiç	4	7	19	0.04
takoz	tem	alet	2	8	17	0.02
takoz	tem	kütük	2	8	17	0.02
takoz	tem	odun	2	8	17	0.02
takoz	tem	pedal	2	8	17	0.02
takoz	tem	angut	1	9	13	0.01
takoz	tem	ağır	1	9	13	0.01
takoz	tem	eski	1	9	13	0.01
takoz	tem	ezmek	1	9	13	0.01
takoz	tem	inşaat	1	9	13	0.01
takoz	tem	kanepe	1	9	13	0.01
takoz	tem	kapı	1	9	13	0.01
takoz	tem	lastik	1	9	13	0.01
takoz	tem	motor	1	9	13	0.01
takoz	tem	otobüs	1	9	13	0.01
takoz	tem	tamirat	1	9	13	0.01
takoz	tem	taş	1	9	13	0.01
takoz	tem	terlik	1	9	13	0.01
takoz	umi	tahta	15	1	45	0.143
takoz	umi	eski	14	2	44	0.133
takoz	umi	araba	11	3	43	0.105
takoz	umi	?	8	4	42	0.076
takoz	umi	ayakkabı	5	5	41	0.048
takoz	umi	telefon	3	6	40	0.029
takoz	umi	ağır	2	7	39	0.019
takoz	umi	balık	2	7	39	0.019
takoz	umi	büyük	2	7	39	0.019
takoz	umi	destek	2	7	39	0.019
takoz	umi	eşya	2	7	39	0.019
takoz	umi	işe yaramaz	2	7	39	0.019
takoz	umi	kapı	2	7	39	0.019
takoz	umi	lastik	2	7	39	0.019
takoz	umi	sert	2	7	39	0.019
takoz	umi	terlik	2	7	39	0.019
takoz	umi	Japonya	1	8	29	0.01
takoz	umi	Nokia	1	8	29	0.01
takoz	umi	alem	1	8	29	0.01
takoz	umi	alet	1	8	29	0.01
takoz	umi	antika	1	8	29	0.01
takoz	umi	ayak	1	8	29	0.01
takoz	umi	ağaç	1	8	29	0.01
takoz	umi	balyoz	1	8	29	0.01
takoz	umi	boy	1	8	29	0.01
takoz	umi	cihaz	1	8	29	0.01
takoz	umi	delik	1	8	29	0.01
takoz	umi	değişim	1	8	29	0.01
takoz	umi	durdurma	1	8	29	0.01
takoz	umi	hurda	1	8	29	0.01
takoz	umi	inşaat	1	8	29	0.01
takoz	umi	kalitesiz	1	8	29	0.01
takoz	umi	kayık	1	8	29	0.01
takoz	umi	külüstür	1	8	29	0.01
takoz	umi	kısa	1	8	29	0.01
takoz	umi	kısa boy	1	8	29	0.01
takoz	umi	lakerda	1	8	29	0.01
takoz	umi	makam	1	8	29	0.01
takoz	umi	marangoz	1	8	29	0.01
takoz	umi	palamut	1	8	29	0.01
takoz	umi	sopa	1	8	29	0.01
takoz	umi	taş	1	8	29	0.01
takoz	umi	tekerlek	1	8	29	0.01
takoz	umi	çivi	1	8	29	0.01
takoz	umi	şiddet	1	8	29	0.01
tane	onl	kar	8	1	23	0.154
tane	onl	üzüm	8	1	23	0.154
tane	onl	nar	7	2	21	0.135
tane	onl	adet	6	3	20	0.115
tane	onl	tek	5	4	19	0.096
tane	onl	bir	1	5	18	0.019
tane	onl	birim	1	5	18	0.019
tane	onl	boncuk	1	5	18	0.019
tane	onl	damla	1	5	18	0.019
tane	onl	fındık	1	5	18	0.019
tane	onl	inci	1	5	18	0.019
tane	onl	karabiber	1	5	18	0.019
tane	onl	karpuz	1	5	18	0.019
tane	onl	kiraz	1	5	18	0.019
tane	onl	kum	1	5	18	0.019
tane	onl	miktar	1	5	18	0.019
tane	onl	pirinç	1	5	18	0.019
tane	onl	sebze	1	5	18	0.019
tane	onl	tane	1	5	18	0.019
tane	onl	tohum	1	5	18	0.019
tane	onl	tutam	1	5	18	0.019
tane	onl	yemiş	1	5	18	0.019
tane	onl	çilek	1	5	18	0.019
tane	tem	adet	30	1	28	0.3
tane	tem	üzüm	11	2	27	0.11
tane	tem	tek	10	3	26	0.1
tane	tem	nar	7	4	25	0.07
tane	tem	sayı	6	5	24	0.06
tane	tem	elma	5	6	23	0.05
tane	tem	miktar	3	7	22	0.03
tane	tem	az	2	8	21	0.02
tane	tem	bezelye	2	8	21	0.02
tane	tem	bilye	2	8	21	0.02
tane	tem	bir	2	8	21	0.02
tane	tem	boncuk	2	8	21	0.02
tane	tem	fasulye	2	8	21	0.02
tane	tem	kalem	2	8	21	0.02
tane	tem	armut	1	9	14	0.01
tane	tem	ayrık	1	9	14	0.01
tane	tem	buğday	1	9	14	0.01
tane	tem	draje	1	9	14	0.01
tane	tem	iki	1	9	14	0.01
tane	tem	ilaç	1	9	14	0.01
tane	tem	inci	1	9	14	0.01
tane	tem	kere	1	9	14	0.01
tane	tem	limon	1	9	14	0.01
tane	tem	mısır	1	9	14	0.01
tane	tem	pirinç	1	9	14	0.01
tane	tem	tane	1	9	14	0.01
tane	tem	tohum	1	9	14	0.01
tane	tem	çekirdek	1	9	14	0.01
tane	umi	adet	22	1	37	0.21
tane	umi	nar	16	2	36	0.152
tane	umi	tek	12	3	35	0.114
tane	umi	bir	9	4	34	0.086
tane	umi	üzüm	6	5	33	0.057
tane	umi	kar	4	6	32	0.038
tane	umi	?	3	7	31	0.029
tane	umi	karabiber	2	8	30	0.019
tane	umi	mercimek	2	8	30	0.019
tane	umi	çokluk	2	8	30	0.019
tane	umi	az	1	9	27	0.01
tane	umi	biricik	1	9	27	0.01
tane	umi	boncuk	1	9	27	0.01
tane	umi	damla	1	9	27	0.01
tane	umi	deste	1	9	27	0.01
tane	umi	düzine	1	9	27	0.01
tane	umi	elma	1	9	27	0.01
tane	umi	erik	1	9	27	0.01
tane	umi	gül	1	9	27	0.01
tane	umi	hardal	1	9	27	0.01
tane	umi	iğne	1	9	27	0.01
tane	umi	kiraz	1	9	27	0.01
tane	umi	lokma	1	9	27	0.01
tane	umi	mısır	1	9	27	0.01
tane	umi	parça	1	9	27	0.01
tane	umi	pirinç	1	9	27	0.01
tane	umi	sakız	1	9	27	0.01
tane	umi	salkım	1	9	27	0.01
tane	umi	sayı	1	9	27	0.01
tane	umi	susam	1	9	27	0.01
tane	umi	tek tek	1	9	27	0.01
tane	umi	teknoloji	1	9	27	0.01
tane	umi	yuvarlak	1	9	27	0.01
tane	umi	çekirdek	1	9	27	0.01
tane	umi	çift	1	9	27	0.01
tane	umi	çok	1	9	27	0.01
tane	umi	öbek	1	9	27	0.01
tanıtım	onl	reklam	23	1	21	0.442
tanıtım	onl	broşür	4	2	20	0.077
tanıtım	onl	sunum	3	3	19	0.058
tanıtım	onl	afiş	2	4	18	0.038
tanıtım	onl	film	2	4	18	0.038
tanıtım	onl	fragman	2	4	18	0.038
tanıtım	onl	video	2	4	18	0.038
tanıtım	onl	?	1	5	14	0.019
tanıtım	onl	belgesel	1	5	14	0.019
tanıtım	onl	filmi	1	5	14	0.019
tanıtım	onl	günleri	1	5	14	0.019
tanıtım	onl	güzel sunum	1	5	14	0.019
tanıtım	onl	ilan	1	5	14	0.019
tanıtım	onl	konuşma	1	5	14	0.019
tanıtım	onl	medya	1	5	14	0.019
tanıtım	onl	otel	1	5	14	0.019
tanıtım	onl	promosyon	1	5	14	0.019
tanıtım	onl	satış	1	5	14	0.019
tanıtım	onl	sergi	1	5	14	0.019
tanıtım	onl	öğretme	1	5	14	0.019
tanıtım	onl	İstanbul Bilgi Üniversitesi	1	5	14	0.019
tanıtım	tem	reklam	29	1	31	0.29
tanıtım	tem	broşür	13	2	30	0.13
tanıtım	tem	sunum	6	3	29	0.06
tanıtım	tem	gösteri	5	4	28	0.05
tanıtım	tem	oryantasyon	5	4	28	0.05
tanıtım	tem	sergi	5	4	28	0.05
tanıtım	tem	fuar	3	5	25	0.03
tanıtım	tem	ilan	3	5	25	0.03
tanıtım	tem	manken	3	5	25	0.03
tanıtım	tem	promosyon	3	5	25	0.03
tanıtım	tem	afiş	2	6	21	0.02
tanıtım	tem	film	2	6	21	0.02
tanıtım	tem	pazarlama	2	6	21	0.02
tanıtım	tem	ürün	2	6	21	0.02
tanıtım	tem	açıklama	1	7	17	0.01
tanıtım	tem	bilgi	1	7	17	0.01
tanıtım	tem	demeç	1	7	17	0.01
tanıtım	tem	gala	1	7	17	0.01
tanıtım	tem	gazete	1	7	17	0.01
tanıtım	tem	hile	1	7	17	0.01
tanıtım	tem	hostes	1	7	17	0.01
tanıtım	tem	ilk	1	7	17	0.01
tanıtım	tem	kılavuz	1	7	17	0.01
tanıtım	tem	organizasyon	1	7	17	0.01
tanıtım	tem	prezantasyon	1	7	17	0.01
tanıtım	tem	seminer	1	7	17	0.01
tanıtım	tem	sevgili	1	7	17	0.01
tanıtım	tem	seyirci	1	7	17	0.01
tanıtım	tem	tasarım	1	7	17	0.01
tanıtım	tem	toplantı	1	7	17	0.01
tanıtım	tem	turizm	1	7	17	0.01
tanıtım	umi	reklam	34	1	49	0.324
tanıtım	umi	sunum	7	2	48	0.067
tanıtım	umi	broşür	4	3	47	0.038
tanıtım	umi	bilgi	3	4	46	0.029
tanıtım	umi	film	3	4	46	0.029
tanıtım	umi	?	2	5	44	0.019
tanıtım	umi	anlatma	2	5	44	0.019
tanıtım	umi	açıklama	2	5	44	0.019
tanıtım	umi	fragman	2	5	44	0.019
tanıtım	umi	gün	2	5	44	0.019
tanıtım	umi	konferans	2	5	44	0.019
tanıtım	umi	ofis	2	5	44	0.019
tanıtım	umi	seminer	2	5	44	0.019
tanıtım	umi	sergi	2	5	44	0.019
tanıtım	umi	özet	2	5	44	0.019
tanıtım	umi	afiş	1	6	34	0.01
tanıtım	umi	amfi	1	6	34	0.01
tanıtım	umi	başlangıç	1	6	34	0.01
tanıtım	umi	beklenti	1	6	34	0.01
tanıtım	umi	bilgilendirme	1	6	34	0.01
tanıtım	umi	dergi	1	6	34	0.01
tanıtım	umi	ders	1	6	34	0.01
tanıtım	umi	fuar	1	6	34	0.01
tanıtım	umi	gömlek	1	6	34	0.01
tanıtım	umi	gösteri	1	6	34	0.01
tanıtım	umi	gösterim	1	6	34	0.01
tanıtım	umi	inovasyon	1	6	34	0.01
tanıtım	umi	insan	1	6	34	0.01
tanıtım	umi	katalog	1	6	34	0.01
tanıtım	umi	konuşmak	1	6	34	0.01
tanıtım	umi	kulüp	1	6	34	0.01
tanıtım	umi	okul	1	6	34	0.01
tanıtım	umi	organizasyon	1	6	34	0.01
tanıtım	umi	pazarlamacı	1	6	34	0.01
tanıtım	umi	projeksiyon	1	6	34	0.01
tanıtım	umi	promosyon	1	6	34	0.01
tanıtım	umi	reklamcılık	1	6	34	0.01
tanıtım	umi	sahne	1	6	34	0.01
tanıtım	umi	sunmak	1	6	34	0.01
tanıtım	umi	toplantı	1	6	34	0.01
tanıtım	umi	video	1	6	34	0.01
tanıtım	umi	yalan	1	6	34	0.01
tanıtım	umi	yazı	1	6	34	0.01
tanıtım	umi	yeni	1	6	34	0.01
tanıtım	umi	ön bilgi	1	6	34	0.01
tanıtım	umi	ön yargı	1	6	34	0.01
tanıtım	umi	öğrenme	1	6	34	0.01
tanıtım	umi	üniversite	1	6	34	0.01
tanıtım	umi	ürün	1	6	34	0.01
televizyon	onl	dizi	15	1	26	0.288
televizyon	onl	radyo	4	2	25	0.077
televizyon	onl	kutu	3	3	24	0.058
televizyon	onl	boşluk	2	4	23	0.038
televizyon	onl	ekran	2	4	23	0.038
televizyon	onl	film	2	4	23	0.038
televizyon	onl	haberler	2	4	23	0.038
televizyon	onl	kanal	2	4	23	0.038
televizyon	onl	medya	2	4	23	0.038
televizyon	onl	reklam	2	4	23	0.038
televizyon	onl	Dada	1	5	16	0.019
televizyon	onl	LCD	1	5	16	0.019
televizyon	onl	anten	1	5	16	0.019
televizyon	onl	aptal	1	5	16	0.019
televizyon	onl	haber	1	5	16	0.019
televizyon	onl	izlemek	1	5	16	0.019
televizyon	onl	kare	1	5	16	0.019
televizyon	onl	kumanda	1	5	16	0.019
televizyon	onl	medcezir	1	5	16	0.019
televizyon	onl	program	1	5	16	0.019
televizyon	onl	reality show	1	5	16	0.019
televizyon	onl	renk	1	5	16	0.019
televizyon	onl	sıkılmak	1	5	16	0.019
televizyon	onl	tv8	1	5	16	0.019
televizyon	onl	yayın	1	5	16	0.019
televizyon	onl	ünlü	1	5	16	0.019
televizyon	tem	film	19	1	28	0.19
televizyon	tem	dizi	15	2	27	0.15
televizyon	tem	eğlence	7	3	26	0.07
televizyon	tem	zaman kaybı	6	4	25	0.06
televizyon	tem	cam	5	5	24	0.05
televizyon	tem	ekran	5	5	24	0.05
televizyon	tem	radyo	5	5	24	0.05
televizyon	tem	haber	4	6	21	0.04
televizyon	tem	kanal	4	6	21	0.04
televizyon	tem	renk	4	6	21	0.04
televizyon	tem	kutu	3	7	18	0.03
televizyon	tem	reklam	3	7	18	0.03
televizyon	tem	anten	2	8	16	0.02
televizyon	tem	her şey	2	8	16	0.02
televizyon	tem	program	2	8	16	0.02
televizyon	tem	sinema	2	8	16	0.02
televizyon	tem	aile	1	9	12	0.01
televizyon	tem	arkadaş	1	9	12	0.01
televizyon	tem	gürültü	1	9	12	0.01
televizyon	tem	izleme	1	9	12	0.01
televizyon	tem	kumanda	1	9	12	0.01
televizyon	tem	magazin	1	9	12	0.01
televizyon	tem	masa	1	9	12	0.01
televizyon	tem	medya	1	9	12	0.01
televizyon	tem	monitör	1	9	12	0.01
televizyon	tem	oyun	1	9	12	0.01
televizyon	tem	sehpa	1	9	12	0.01
televizyon	tem	ses	1	9	12	0.01
televizyon	umi	dizi	28	1	42	0.267
televizyon	umi	kanal	7	2	41	0.067
televizyon	umi	eğlence	6	3	40	0.057
televizyon	umi	haber	6	3	40	0.057
televizyon	umi	kutu	5	4	38	0.048
televizyon	umi	radyo	5	4	38	0.048
televizyon	umi	ekran	3	5	36	0.029
televizyon	umi	film	3	5	36	0.029
televizyon	umi	reklam	3	5	36	0.029
televizyon	umi	renk	3	5	36	0.029
televizyon	umi	kumanda	2	6	32	0.019
televizyon	umi	medya	2	6	32	0.019
televizyon	umi	program	2	6	32	0.019
televizyon	umi	telefon	2	6	32	0.019
televizyon	umi	DVD	1	7	28	0.01
televizyon	umi	aile kopukluğu	1	7	28	0.01
televizyon	umi	alet	1	7	28	0.01
televizyon	umi	anten	1	7	28	0.01
televizyon	umi	aptal	1	7	28	0.01
televizyon	umi	aptal kutusu	1	7	28	0.01
televizyon	umi	baş ağrısı	1	7	28	0.01
televizyon	umi	bilgi	1	7	28	0.01
televizyon	umi	bilgisayar	1	7	28	0.01
televizyon	umi	boş	1	7	28	0.01
televizyon	umi	boş kutu	1	7	28	0.01
televizyon	umi	can sıkıntısı	1	7	28	0.01
televizyon	umi	görüntü	1	7	28	0.01
televizyon	umi	haberler	1	7	28	0.01
televizyon	umi	hırslı insanlar	1	7	28	0.01
televizyon	umi	izlemek	1	7	28	0.01
televizyon	umi	iç sıkıntısı	1	7	28	0.01
televizyon	umi	kana	1	7	28	0.01
televizyon	umi	kara kutu	1	7	28	0.01
televizyon	umi	oyalama	1	7	28	0.01
televizyon	umi	oyun	1	7	28	0.01
televizyon	umi	renkler	1	7	28	0.01
televizyon	umi	renkli	1	7	28	0.01
televizyon	umi	seda sayan	1	7	28	0.01
televizyon	umi	uyku	1	7	28	0.01
televizyon	umi	zaman	1	7	28	0.01
televizyon	umi	zaman kaybı	1	7	28	0.01
televizyon	umi	şov	1	7	28	0.01
toz	onl	duman	7	1	29	0.135
toz	onl	kir	4	2	28	0.077
toz	onl	pislik	4	2	28	0.077
toz	onl	alerji	3	3	26	0.058
toz	onl	bulut	3	3	26	0.058
toz	onl	toprak	3	3	26	0.058
toz	onl	zerre	3	3	26	0.058
toz	onl	astım	2	4	22	0.038
toz	onl	pis	2	4	22	0.038
toz	onl	temizlik	2	4	22	0.038
toz	onl	arpacık	1	5	19	0.019
toz	onl	bakteri	1	5	19	0.019
toz	onl	beyaz	1	5	19	0.019
toz	onl	biber	1	5	19	0.019
toz	onl	eski	1	5	19	0.019
toz	onl	gri	1	5	19	0.019
toz	onl	hastalık	1	5	19	0.019
toz	onl	inşaat	1	5	19	0.019
toz	onl	kaşıntı	1	5	19	0.019
toz	onl	kirli	1	5	19	0.019
toz	onl	küf	1	5	19	0.019
toz	onl	masa	1	5	19	0.019
toz	onl	polen	1	5	19	0.019
toz	onl	rüzgar	1	5	19	0.019
toz	onl	süpürge	1	5	19	0.019
toz	onl	töz	1	5	19	0.019
toz	onl	çevre kirliliği	1	5	19	0.019
toz	onl	öksürük	1	5	19	0.019
toz	onl	şeker	1	5	19	0.019
toz	tem	kir	16	1	38	0.16
toz	tem	duman	10	2	37	0.1
toz	tem	pis	7	3	36	0.07
toz	tem	pislik	7	3	36	0.07
toz	tem	temizlik	7	3	36	0.07
toz	tem	toprak	6	4	33	0.06
toz	tem	bulut	4	5	32	0.04
toz	tem	zerre	4	5	32	0.04
toz	tem	bez	3	6	30	0.03
toz	tem	alerjik	2	7	29	0.02
toz	tem	ev	2	7	29	0.02
toz	tem	hava	2	7	29	0.02
toz	tem	süpürge	2	7	29	0.02
toz	tem	tebeşir	2	7	29	0.02
toz	tem	ufak	2	7	29	0.02
toz	tem	yol	2	7	29	0.02
toz	tem	boya	1	8	22	0.01
toz	tem	burun	1	8	22	0.01
toz	tem	deterjan	1	8	22	0.01
toz	tem	enkaz	1	8	22	0.01
toz	tem	eski	1	8	22	0.01
toz	tem	gri	1	8	22	0.01
toz	tem	göz	1	8	22	0.01
toz	tem	halı	1	8	22	0.01
toz	tem	hapşırma	1	8	22	0.01
toz	tem	hastalık	1	8	22	0.01
toz	tem	kum	1	8	22	0.01
toz	tem	köy	1	8	22	0.01
toz	tem	mobilya	1	8	22	0.01
toz	tem	patlama	1	8	22	0.01
toz	tem	raf	1	8	22	0.01
toz	tem	resim	1	8	22	0.01
toz	tem	sokak	1	8	22	0.01
toz	tem	su	1	8	22	0.01
toz	tem	sıcak	1	8	22	0.01
toz	tem	tüy	1	8	22	0.01
toz	tem	çok	1	8	22	0.01
toz	tem	öksürük	1	8	22	0.01
toz	umi	kir	14	1	39	0.133
toz	umi	alerji	13	2	38	0.124
toz	umi	pis	6	3	37	0.057
toz	umi	temizlik	6	3	37	0.057
toz	umi	toprak	6	3	37	0.057
